commune_nom,INSEE,pop,donnesgeo,area,elevation,blason
Thorey,89413,29,Point(4.122222222 47.903333333),6.93,308,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Thorey%20%28Yonne%29.svg
Ploërdut,56163,1216,Point(-3.288333333 48.087777777),75.83,212,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Plo%C3%ABrdut%20%28Morbihan%29.svg
Ploërdut,56163,1216,Point(-3.2855 48.08742),75.83,212,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Plo%C3%ABrdut%20%28Morbihan%29.svg
Sainte-Croix-de-Quintillargues,34248,902,Point(3.909166666 43.7725),6.62,65,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Sainte-Croix-de-Quintillargues%2034.svg
Ostabat-Asme,64437,194,Point(-1.070833333 43.255833333),15.26,440,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Ostabat-Asme%20%28Pyr%C3%A9n%C3%A9es-Atlantiques%29.svg
Ahaxe-Alciette-Bascassan,64008,274,Point(-1.165 43.150555555),14.64,265,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Ahaxe-Alciette-Bascassan%20%28Pyr%C3%A9n%C3%A9es-Atlantiques%29.svg
Aïcirits-Camou-Suhast,64010,670,Point(-1.023888888 43.336666666),9.5,83,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20A%C3%AFcirits-Camou-Suhast%20%28Pyr%C3%A9n%C3%A9es-Atlantiques%29.svg
Saint-Geniès-de-Varensal,34257,209,Point(3.006666666 43.671944444),12.55,358,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Saint-Geni%C3%A8s-de-Varensal%20%28H%C3%A9rault%29.svg
Lussac,33261,1261,Point(-0.096111111 44.95),23.43,95,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Lussac.svg
Lisieux,14366,20318,Point(0.225555555 49.145555555),13.07,49,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Lisieux.svg
Coulobres,34085,360,Point(3.279444444 43.449722222),2.99,55,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Coulobres%20%28H%C3%A9rault%29.svg
Saint-Estèphe,33395,1615,Point(-0.771944444 45.259166666),23.54,13,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Saint-Est%C3%A8phe%20%28Gironde%29.svg
Castres,81065,41636,Point(2.24 43.605833333),98.17,170,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Castres%20%28Tarn%29.svg
Rodez,12202,24057,Point(2.574166666 44.35),11.18,640,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20france%20Rodez.svg
Le Barp,33029,5506,Point(-0.767777777 44.606111111),107.32,72,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Le%20Barp%20%28Gironde%29.svg
Dax,40088,20681,Point(-1.051388888 43.706944444),19.7,9,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Dax%2040.svg
Montferrier-sur-Lez,34169,3720,Point(3.857222222 43.668611111),7.7,36,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Montferrier-sur-Lez%20%28H%C3%A9rault%29.svg
Labastide-Esparbairenque,11180,73,Point(2.395 43.381111111),16.77,300,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Labastide-Esparbairenque%20%28Aude%29.svg
Saint-Cloud,92064,29973,Point(2.215277777 48.846388888),7.56,136,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Saint-Cloud%20%28Hauts-de-Seine%29.svg
Cuxac-d'Aude,11116,4030,Point(2.999166666 43.245833333),21.54,8,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Cuxac-d%27Aude%20%28Aude%29.svg
Lespinassière,11200,133,Point(2.537222222 43.402777777),16.24,416,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Lespinassi%C3%A8re%20%28Aude%29.svg
Courbevoie,92026,81719,Point(2.252222222 48.897222222),4.17,25,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Courbevoie%2092.svg
Saint-Jean-de-Cornies,34265,721,Point(4.001111111 43.744166666),3.11,50,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Saint-Jean-de-Cornies%2034.svg
Montoulieu,34171,161,Point(3.790555555 43.926944444),16.1,159,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Montoulieu%20%28H%C3%A9rault%29.svg
Rieussec,34228,66,Point(2.739166666 43.417222222),22.2,314,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Rieussec%2034.svg
Puilacher,34222,578,Point(3.506944444 43.5675),2.68,27,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Puilacher%20%28H%C3%A9rault%29.svg
Capbreton,40065,8769,Point(-1.432222222 43.641944444),21.75,1,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Capbreton.svg
Bouleternère,66023,935,Point(2.586666666 42.649722222),10.63,180,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Bouletern%C3%A8re.svg
La Roche-sur-Yon,85191,54372,Point(-1.427777777 46.669722222),87.52,74,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20La%20Roche-sur-Yon%20%28Vend%C3%A9e%29.svg
Villefavard,87206,158,Point(1.213333333 46.165277777),9.22,215,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20de%20Villefavard.jpg
Autun,71014,13290,Point(4.298611111 46.951111111),61.52,280,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20autun.svg
Autun,71014,13290,Point(4.298611111 46.951111111),61.52,642,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20autun.svg
Saint-Vincent-de-Barbeyrargues,34290,666,Point(3.877222222 43.706111111),2.24,125,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Saint-Vincent-de-Barbeyrargues%20%28H%C3%A9rault%29.svg
Cruzy,34092,988,Point(2.940555555 43.355833333),25.85,21,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Cruzy%20%28H%C3%A9rault%29.svg
Oradour-sur-Glane,87110,2473,Point(1.031666666 45.931944444),38.16,285,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20oradour%20sur%20glane.svg
Coustaussa,11109,52,Point(2.278055555 42.940833333),4.47,318,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Coustaussa%20%28Aude%29.svg
Rambouillet,78517,26736,Point(1.83 48.643611111),35.19,142,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Rambouillet%20%28Yvelines%29.svg
Saintes,17415,25470,Point(-0.634444444 45.745277777),45.55,9,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Saintes%20%28Charente-Maritime%29.svg
Sète,34301,43229,Point(3.696666666 43.404444444),24.21,4,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20S%C3%A8te%20%28H%C3%A9rault%29.svg
Menton,06083,28958,Point(7.499722222 43.774722222),14.05,16,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Menton%20%28Alpes-Maritimes%29.svg
Gigean,34113,6426,Point(3.711111111 43.499722222),16.56,10,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Gigean%20%28H%C3%A9rault%29.svg
Espondeilhan,34094,1033,Point(3.2625 43.44),5.08,60,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Espondeilhan%20%28H%C3%A9rault%29.svg
Olmet-et-Villecun,34188,180,Point(3.288611111 43.707222222),9.55,120,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Olmet-et-Villecun%20%28H%C3%A9rault%29.svg
Compiègne,60159,40199,Point(2.822222222 49.414166666),53.1,41,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Compi%C3%A8gne%20%28Oise%29.svg
Lagraulière,19100,1100,Point(1.638888888 45.352777777),30.75,316,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Lagrauli%C3%A8re%20%28Corr%C3%A8ze%29.svg
Alençon,61001,25848,Point(0.091944444 48.429722222),10.68,135,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Alen%C3%A7on.svg
Cambrai,59122,32558,Point(3.234722222 50.175833333),18.12,60,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20cambrai.svg
Digne-les-Bains,04070,16460,Point(6.235555555 44.0925),117.07,608,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20DignelesBains.svg
Ladignac-sur-Rondelles,19096,406,Point(1.837777777 45.233611111),10.18,450,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Ladignac-sur-Rondelles%20%28Corr%C3%A8ze%29.svg
Aigues-Vives,11001,584,Point(2.533333333 43.230833333),10.21,55,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20de%20la%20ville%20d%27Aigues-Vives%20%2811%29.svg
Baron,33028,1153,Point(-0.3125 44.822222222),10.34,82,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Baron%20%28Gironde%29.svg
Braud-et-Saint-Louis,33073,1605,Point(-0.625277777 45.247777777),49.24,10,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20braud%20et%20saint%20louis%2033.svg
Lagrasse,11185,545,Point(2.620555555 43.090833333),32.2,82,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Lagrasse%20%28Aude%29.svg
Saint-Lô,50502,19116,Point(-1.091666666 49.114444444),23.19,14,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20SaintLo%20%28Manche%29.svg
Auch,32013,21935,Point(0.588611111 43.645277777),72.48,166,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Auch%2032.svg
Bassanne,33031,120,Point(-0.09 44.559444444),2.54,12,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Bassens%20%28Gironde%29.svg
La Malène,48088,138,Point(3.320277777 44.3025),40.68,438,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20La%20Malene%2048.svg
Châteaudun,28088,13195,Point(1.337777777 48.070833333),28.48,140,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Ch%C3%A2teaudun%20%28Eure-et-Loir%29.svg
Argenteuil,95018,110210,Point(2.2475 48.947777777),17.22,169,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Argenteuil%20%28Val-d%27Oise%29.svg
Samatan,32410,2370,Point(0.930833333 43.492777777),33.53,165,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Samatan%20%28Gers%29.svg
Crépy-en-Valois,60176,15090,Point(2.8875 49.234444444),16.28,93,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Cr%C3%A9py-en-Valois%20%28Oise%29.svg
Saint-Quentin,02691,53816,Point(3.285555555 49.847777777),22.56,74,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20St-Quentin%2002.svg
Courcelles,54140,104,Point(6.037777777 48.373333333),4.31,320,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Courcelles%2054.svg
Fontainebleau,77186,14886,Point(2.701666666 48.408888888),172.05,96,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Fontainebleau%20%28Seine-et-Marne%29.svg
Dieppe,76217,29080,Point(1.077777777 49.921666666),11.67,6,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Dieppe.svg
Bayeux,14047,13121,Point(-0.703888888 49.278611111),7.1,32,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Bayeux.svg
Bayeux,14047,13121,Point(-0.703888888 49.278611111),7.1,67,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Bayeux.svg
Tarbes,65440,41518,Point(0.074444444 43.232777777),15.33,304,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20Tarbes.svg
Aubagne,13005,46209,Point(5.570833333 43.290833333),54.9,101,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20de%20la%20ville%20d%27Aubagne%20%2813%29.svg
Laval,53130,49728,Point(-0.77 48.072777777),34.22,70,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Laval%20%28Mayenne%29.svg
Niort,79191,58707,Point(-0.462222222 46.325),68.2,28,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Niort%20%28Deux-S%C3%A8vres%29.svg
Le Puy-en-Velay,43157,18995,Point(3.885 45.043333333),16.79,630,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20PuyVelay%20%28HauteLoire%29.svg
Sedan,08409,16428,Point(4.940277777 49.701944444),16.28,157,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Sedan%20%28Ardennes%29.svg
Foix,09122,9532,Point(1.606944444 42.965277777),19.32,400,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20du%20comt%C3%A9%20de%20Foix.svg
Moulins,03190,19664,Point(3.3325 46.564722222),8.61,220,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Moulin%20%28Allier%29.svg
Cholet,49099,53917,Point(-0.879722222 47.058888888),87.47,124,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Cholet%20%28Maine-et-Loire%29.svg
Saint-Germain-en-Laye,78551,40765,Point(2.090555555 48.896388888),48.27,78,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Saint-Germain-en-Laye.svg
Beynac-et-Cazenac,24040,547,Point(1.143888888 44.84),12.74,150,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Beynac-et-Cazenac%20%28Dordogne%29.svg
Garrigues,34112,177,Point(4.013888888 43.794722222),4.92,58,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Garrigues%2034.svg
Bar-le-Duc,55029,14985,Point(5.167222222 48.771666666),23.62,240,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Bar-le-Duc%20%28Meuse%29.svg
Nébian,34180,1388,Point(3.431944444 43.606388888),9.79,39,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20N%C3%A9bian%2034.svg
Sorbs,34303,35,Point(3.400555555 43.8925),20.2,480,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Sorbs%20%28H%C3%A9rault%29.svg
Saint-Mathieu-de-Tréviers,34276,4790,Point(3.868611111 43.769722222),21.92,78,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Saint-Mathieu-de-Tr%C3%A9viers%20%28H%C3%A9rault%29.svg
Ussac,19274,4178,Point(1.509166666 45.1925),24.63,109,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Ussac%20%28Corr%C3%A8ze%29.svg
Cazillac,46067,424,Point(1.611111111 44.998055555),19.02,136,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Cazillac%20%28Lot%29.svg
Pujols-sur-Ciron,33343,780,Point(-0.354166666 44.561944444),7.53,21,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Pujols-sur-Ciron%20%28Gironde%29.svg
Les Lèches,24234,368,Point(0.383888888 44.989722222),21.58,88,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Les%20L%C3%A8ches%20%28Dordogne%29.svg
Saint-Aunès,34240,3439,Point(3.965277777 43.64),12.32,13,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Saint-Aun%C3%A8s%20%28H%C3%A9rault%29.svg
Les Aires,34008,608,Point(3.103888888 43.581388888),20.54,149,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Les%20Aires%20%28H%C3%A9rault%29.svg
Saulx,70478,898,Point(6.279166666 47.695277777),15.12,310,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Saulx%2070.svg
Monze,11257,227,Point(2.46 43.155833333),13.96,103,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Monze%20%28Aude%29.svg
Cavanac,11085,923,Point(2.326666666 43.168333333),8.96,138,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Cavanac%20%28Aude%29.svg
Lafage,11184,89,Point(1.863333333 43.174444444),12.71,265,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Lafage%20%28Aude%29.svg
Trèbes,11397,5601,Point(2.441388888 43.209722222),16.36,94,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Tr%C3%A8bes%20%28Aude%29.svg
Brenac,11050,220,Point(2.153611111 42.891111111),13.66,311,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Brenac%20%28Aude%29.svg
Montséret,11256,594,Point(2.810833333 43.102777777),11.31,55,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Montseret%2011.svg
Lasbordes,11192,788,Point(2.045833333 43.294722222),14.74,131,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Lasbordes%2011.svg
Genouillac,23089,735,Point(1.992222222 46.3525),35.76,266,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Genouillac%2023.svg
Labarde,33211,591,Point(-0.638888888 45.021944444),4.76,2,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Labarde%20%28Gironde%29.svg
Villandraut,33547,1059,Point(-0.372222222 44.457222222),12.58,31,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Villandraut%20%28Gironde%29.svg
Zellenberg,68383,322,Point(7.319722222 48.170833333),4.96,276,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20de%20la%20ville%20de%20Zellenberg%20%2868%29.svg
Zellenberg,68383,322,Point(7.319722222 48.170833333),4.96,374,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20de%20la%20ville%20de%20Zellenberg%20%2868%29.svg
Castans,11075,134,Point(2.483611111 43.406944444),17.01,380,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Castans%20%28Aude%29.svg
Orange,84087,28919,Point(4.808888888 44.1375),74.2,50,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Orange%20%28Vaucluse%29.svg
Bergerac,24037,26833,Point(0.481944444 44.851111111),56.1,29,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Bergerac2%20%28Dordogne%29.svg
Aurons,13008,551,Point(5.157777777 43.665),12.82,225,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20de%20la%20ville%20de%20Aurons%20%2813%29.svg
Mont-de-Marsan,40192,29554,Point(-0.500555555 43.890277777),36.88,63,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20mont-de-marsan.svg
Castries,34058,6178,Point(3.981388888 43.678888888),24.05,70,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Castries%20%28H%C3%A9rault%29.svg
Bellegarde-du-Razès,11032,238,Point(2.044166666 43.109722222),6.41,340,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20de%20la%20ville%20de%20Bellegarde-du-Raz%C3%A8s%20%2811%29.svg
Belley,01034,9103,Point(5.688055555 45.759166666),22.42,220,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Belley%20%28Ain%29.svg
Guéret,23096,13161,Point(1.868333333 46.170555555),26.21,436,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Gu%C3%A9ret%2023.svg
Couiza,11103,1111,Point(2.256111111 42.942777777),6.77,218,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Couiza%20%28Aude%29.svg
Caux-et-Sauzens,11084,979,Point(2.255555555 43.225555555),9,103,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Caux-et-Sauzens%2011.svg
Altkirch,68004,5737,Point(7.239444444 47.623055555),9.54,310,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Altkirch%20France%20Haut-Rhin.svg
Carhaix-Plouguer,29024,7174,Point(-3.574444444 48.275833333),25.81,104,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Carhaix-Plouguer%20%28Finist%C3%A8re%29.svg
Bagnères-de-Bigorre,65059,7253,Point(0.149722222 43.064166666),125.86,550,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Bagn%C3%A8res-de-Bigorre%20%28Hautes-Pyr%C3%A9n%C3%A9es%29.svg
Saint-Dizier,52448,24012,Point(4.948888888 48.637777777),47.69,146,http://commons.wikimedia.org/wiki/Special:FilePath/52448%20-%20Blason%20-%20Saint-Dizier.png
Le Blanc-Mesnil,93007,56783,Point(2.461111111 48.938611111),8.05,40,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Blanc-M%C3%A9nil%2093.svg
Oloron-Sainte-Marie,64422,10684,Point(-0.606666666 43.194166666),68.31,220,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Oloron-Sainte-Marie.svg
Bazas,33036,4772,Point(-0.211666666 44.431944444),37.29,56,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Bazas%20%28Gironde%29.svg
Châtillon-sur-Chalaronne,01093,4859,Point(4.956944444 46.119722222),17.98,215,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Ch%C3%A2tillon-sur-Chalaronne%20%28Ain%29.svg
Vierzon,18279,25903,Point(2.068333333 47.221944444),74.5,122,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Vierzon.svg
Saint-Marc-sur-Couesnon,35293,571,Point(-1.365555555 48.303888888),12.05,80,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Saint-Marc-sur-Couesnon%20%28Ille%20et%20Vilaine%29.svg
Saint-Brieuc-de-Mauron,56208,331,Point(-2.363055555 48.089722222),14.35,90,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Saint-Brieuc-de-Mauron%20%28Morbihan%29.svg
Forcelles-sous-Gugney,54204,94,Point(6.078055555 48.3975),5.37,307,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Forcelles-sous-Gugney%2054.svg
